,source,target,weight
14147,Candace Southern,Eleanor Murch,100
14148,Candace Southern,Orphan-Maker (Peter),100
14149,Candace Southern,Weird Happenings Organization,0
14150,Candace Southern,Alysande Stuart,0
14151,Candace Southern,Lian Shen,0
14152,Candace Southern,Jacob Reisz,0
14153,Candace Southern,Excalibur,0
14154,Candace Southern,Alistaire Stuart,0
14155,Candace Southern,Muir Island X-Men,20
14156,Candace Southern,David Haller,0
14157,Candace Southern,Guido Carosella,0
14158,Candace Southern,Charlotte Jones,20
14159,Candace Southern,Mutant Liberation Front,0
14160,Candace Southern,Remy LeBeau,0
14161,Candace Southern,Tabitha Smith,20
14162,Candace Southern,Julio Richter,20
14163,Candace Southern,Emmanuel Da Costa,0
14164,Candace Southern,Sharon Smith,0
14165,Candace Southern,Haroun ibn Sallah al-Rashid,0
14166,Candace Southern,Marie-Ange Colbert,0
14167,Candace Southern,Hela,0
14168,Candace Southern,Gosamyr,0
14169,Candace Southern,Arthur Maddicks,220
14170,Candace Southern,Sally Blevins,120
14171,Candace Southern,Russell Collins,320
14172,Candace Southern,Eitri,0
14173,Candace Southern,Hrimhari,0
14174,Candace Southern,Richard Gill,0
14175,Candace Southern,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
14176,Candace Southern,Michael McCain,0
14177,Candace Southern,Nathan Summers (Stryfe) (Earth-4935),0
14178,Candace Southern,Tyler Dayspring (Earth-4935),0
14179,Candace Southern,Vanessa Carlysle,0
14180,Candace Southern,Gideon,0
14181,Candace Southern,Wade Wilson,0
14182,Candace Southern,Maria Callasantos,0
14183,Candace Southern,X-Force,0
14184,Candace Southern,Edward Pasternak,100
14185,Candace Southern,Abraham Kieros,20
14186,Candace Southern,Autumn Rolfson,20
14187,Candace Southern,Horsemen of Apocalypse,100
14188,Candace Southern,Gammenon,0
14189,Candace Southern,Chosen,0
14190,Candace Southern,Seera,0
14191,Candace Southern,Lev,0
14192,Candace Southern,Rejects,0
14193,Candace Southern,Opal Tanaka,0
14194,Candace Southern,Meggan Puceanu,0
14195,Candace Southern,Metropolitan Police Service,0
14196,Candace Southern,Nigel Frobisher,0
14197,Candace Southern,Opul Lun Sat-Yr-Nin (Earth-794),0
14198,Candace Southern,George Washington Bridge,0
14199,Candace Southern,Garrison Kane,0
14200,Sage,Wade Cole,0
14201,Sage,Angelo Macon,0
14202,Sage,Murray Reese,0
14203,Sage,Robert Kelly,200
14204,Sage,New York City Police Department,400
14205,Sage,Frederick Dukes,0
14206,Sage,Stephanie Hunter,0
14207,Sage,Katherine Pryde (Earth-811),20
14208,Sage,Rachel Summers (Earth-811),320
14209,Sage,Brotherhood of Evil Mutants,0
14210,Sage,Raven Darkhölme,0
14211,Sage,Raven Darkhölme,0
14212,Sage,Irene Adler,0
14213,Sage,St. John Allerdyce,0
14214,Sage,Dominikos Petrakis,0
14215,Sage,Henry Gyrich,0
14216,Sage,Aleytys Forrester,100
14217,Sage,Theresa Cassidy,0
14218,Sage,Caliban,300
14219,Sage,Carol Danvers,400
14220,Sage,Cal'syee Neramani,0
14221,Sage,Sikorsky,100
14222,Sage,Rogue (Anna Marie),824
14223,Sage,S'ym,0
14224,Sage,Xi'an Coy Manh,300
14225,Sage,Lockheed,300
14226,Sage,New Mutants,500
14227,Sage,Samuel Guthrie,500
14228,Sage,Samuel Guthrie,500
14229,Sage,Rahne Sinclair,500
14230,Sage,Danielle Moonstar,500
14231,Sage,Roberto Da Costa,300
14232,Sage,Madelyne Pryor,4
14233,Sage,Morlocks,320
14234,Sage,Mark Hallett,220
14235,Sage,Callisto,320
14236,Sage,Plague,100
14237,Sage,Masque,100
14238,Sage,Keniuchio Harada,200
14239,Sage,National Security Council,0
14240,Sage,Valerie Cooper,0
14241,Sage,Project Wideawake,0
14242,Sage,Douglas Ramsey,304
14243,Sage,Leech,0
14244,Sage,Selene Gallio,904
14245,Sage,Forge,0
14246,Sage,Adversary,0
14247,Sage,Amara Aquilla,500
14248,Sage,Nimrod (Earth-811),400
14249,Sage,Magus (Technarch),0
14250,Sage,Warlock (Technarch),220
14251,Sage,Hellions,200
14252,Sage,James Proudstar,200
14253,Sage,Manuel de la Rocha,200
14254,Sage,Jennifer Stavros,200
14255,Sage,Lila Cheney,20
14256,Sage,Freedom Force,0
14257,Sage,Rita Wayword,100
14258,Sage,Nathan Summers,20
14259,Sage,Nathan Summers,20
14260,Sage,Nathan Summers,20
14261,Sage,Nathan Summers,20
14262,Sage,Nathan Summers,20
14263,Sage,Nathan Summers,20
14264,Sage,Nathan Summers,20
14265,Sage,Nathan Summers,20
14266,Sage,Nathan Summers,20
14267,Sage,Nathan Summers,20
14268,Sage,Nathan Summers,20
14269,Sage,Nathan Summers,20
14270,Sage,Nathan Summers,20
14271,Sage,Nathan Summers,20
14272,Sage,Nathan Summers,20
14273,Sage,Nathan Summers,20
14274,Sage,Brightwind,0
14275,Sage,Yuriko Oyama,100
14276,Sage,Marauders,120
14277,Sage,Philippa Sontag,100
14278,Sage,Kodiak Noatak,100
14279,Sage,Alice MacAllister,100
14280,Sage,John Greycrow,100
14281,Sage,Vertigo (Savage Land Mutate),100
14282,Sage,X-Factor,120
14283,Sage,Elizabeth Braddock,304
14284,Sage,Sharon Friedlander,0
14285,Sage,Thomas Corsi,0
14286,Sage,Victor Creed,0
14287,Sage,Nathaniel Essex,0
14288,Sage,Frank Bohannan,0
14289,Sage,Louis Hamilton,0
14290,Sage,Martin Fletcher,0
14291,Sage,Gateway,200
14292,Sage,Reavers,100
14293,Sage,Bonebreaker,100
14294,Sage,Pretty Boy,0
14295,Sage,Skullbuster,0
14296,Sage,Right,0
14297,Sage,Patricia Tilby,0
14298,Sage,Cameron Hodge,100
14299,Sage,Jennifer Ransome,0
14300,Sage,Cormick Grimshaw,0
14301,Sage,Magistrates,0
14302,Sage,David Moreau,0
14303,Sage,Phillip Moreau,0
14304,Sage,Wipeout,0
14305,Sage,N'astirh,0
14306,Sage,Tam Anderson,0
14307,Sage,En Sabah Nur,0
14308,Sage,Prosh,0
14309,Sage,Prosh,0
14310,Sage,Jubilation Lee,100
14311,Sage,Eleanor Murch,100
14312,Sage,Orphan-Maker (Peter),100
14313,Sage,Weird Happenings Organization,0
14314,Sage,Alysande Stuart,0
14315,Sage,Lian Shen,0
14316,Sage,Jacob Reisz,0
14317,Sage,Excalibur,20
14318,Sage,Alistaire Stuart,0
14319,Sage,Muir Island X-Men,0
14320,Sage,David Haller,0
14321,Sage,Guido Carosella,0
14322,Sage,Charlotte Jones,0
14323,Sage,Mutant Liberation Front,0
14324,Sage,Remy LeBeau,0
14325,Sage,Tabitha Smith,0
14326,Sage,Julio Richter,0
14327,Sage,Emmanuel Da Costa,200
14328,Sage,Sharon Smith,200
14329,Sage,Haroun ibn Sallah al-Rashid,200
14330,Sage,Marie-Ange Colbert,200
14331,Sage,Hela,0
14332,Sage,Gosamyr,0
14333,Sage,Arthur Maddicks,0
14334,Sage,Sally Blevins,0
14335,Sage,Russell Collins,0
14336,Sage,Eitri,0
14337,Sage,Hrimhari,0
14338,Sage,Richard Gill,0
14339,Sage,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
14340,Sage,Michael McCain,0
14341,Sage,Nathan Summers (Stryfe) (Earth-4935),0
14342,Sage,Tyler Dayspring (Earth-4935),0
14343,Sage,Vanessa Carlysle,0
14344,Sage,Gideon,0
14345,Sage,Wade Wilson,0
14346,Sage,Maria Callasantos,0
14347,Sage,X-Force,0
14348,Sage,Edward Pasternak,0
14349,Sage,Abraham Kieros,0
14350,Sage,Autumn Rolfson,0
14351,Sage,Horsemen of Apocalypse,0
14352,Sage,Gammenon,0
14353,Sage,Chosen,0
14354,Sage,Seera,0
14355,Sage,Lev,0
14356,Sage,Rejects,0
14357,Sage,Opal Tanaka,0
14358,Sage,Meggan Puceanu,20
14359,Sage,Metropolitan Police Service,20
14360,Sage,Nigel Frobisher,20
14361,Sage,Opul Lun Sat-Yr-Nin (Earth-794),0
14362,Sage,George Washington Bridge,0
14363,Sage,Garrison Kane,0
14364,Wade Cole,Angelo Macon,1200
14365,Wade Cole,Murray Reese,1200
14366,Wade Cole,Robert Kelly,100
14367,Wade Cole,New York City Police Department,100
14368,Wade Cole,Frederick Dukes,100
14369,Wade Cole,Stephanie Hunter,100
14370,Wade Cole,Katherine Pryde (Earth-811),0
14371,Wade Cole,Rachel Summers (Earth-811),0
14372,Wade Cole,Brotherhood of Evil Mutants,0
14373,Wade Cole,Raven Darkhölme,300
14374,Wade Cole,Raven Darkhölme,200
14375,Wade Cole,Irene Adler,200
14376,Wade Cole,St. John Allerdyce,100
14377,Wade Cole,Dominikos Petrakis,100
14378,Wade Cole,Henry Gyrich,0
14379,Wade Cole,Aleytys Forrester,0
14380,Wade Cole,Theresa Cassidy,0
14381,Wade Cole,Caliban,0
14382,Wade Cole,Carol Danvers,140
14383,Wade Cole,Cal'syee Neramani,0
14384,Wade Cole,Sikorsky,0
14385,Wade Cole,Rogue (Anna Marie),160
14386,Wade Cole,S'ym,0
14387,Wade Cole,Xi'an Coy Manh,0
14388,Wade Cole,Lockheed,0
14389,Wade Cole,New Mutants,40
14390,Wade Cole,Samuel Guthrie,40
14391,Wade Cole,Samuel Guthrie,40
14392,Wade Cole,Rahne Sinclair,20
14393,Wade Cole,Danielle Moonstar,20
14394,Wade Cole,Roberto Da Costa,40
14395,Wade Cole,Madelyne Pryor,0
14396,Wade Cole,Morlocks,200
14397,Wade Cole,Mark Hallett,100
14398,Wade Cole,Callisto,300
14399,Wade Cole,Plague,0
14400,Wade Cole,Masque,200
14401,Wade Cole,Keniuchio Harada,0
14402,Wade Cole,National Security Council,0
14403,Wade Cole,Valerie Cooper,200
14404,Wade Cole,Project Wideawake,0
14405,Wade Cole,Douglas Ramsey,20
14406,Wade Cole,Leech,0
14407,Wade Cole,Selene Gallio,0
14408,Wade Cole,Forge,400
14409,Wade Cole,Adversary,0
14410,Wade Cole,Amara Aquilla,0
14411,Wade Cole,Nimrod (Earth-811),0
14412,Wade Cole,Magus (Technarch),0
14413,Wade Cole,Warlock (Technarch),0
14414,Wade Cole,Hellions,0
14415,Wade Cole,James Proudstar,0
14416,Wade Cole,Manuel de la Rocha,0
14417,Wade Cole,Jennifer Stavros,0
14418,Wade Cole,Lila Cheney,100
14419,Wade Cole,Freedom Force,200
14420,Wade Cole,Rita Wayword,120
14421,Wade Cole,Nathan Summers,0
14422,Wade Cole,Nathan Summers,0
14423,Wade Cole,Nathan Summers,0
14424,Wade Cole,Nathan Summers,0
14425,Wade Cole,Nathan Summers,0
14426,Wade Cole,Nathan Summers,0
14427,Wade Cole,Nathan Summers,0
14428,Wade Cole,Nathan Summers,0
14429,Wade Cole,Nathan Summers,0
14430,Wade Cole,Nathan Summers,0
14431,Wade Cole,Nathan Summers,0
14432,Wade Cole,Nathan Summers,0
14433,Wade Cole,Nathan Summers,0
14434,Wade Cole,Nathan Summers,0
14435,Wade Cole,Nathan Summers,0
14436,Wade Cole,Nathan Summers,0
14437,Wade Cole,Brightwind,0
14438,Wade Cole,Yuriko Oyama,900
14439,Wade Cole,Marauders,0
14440,Wade Cole,Philippa Sontag,0
14441,Wade Cole,Kodiak Noatak,0
14442,Wade Cole,Alice MacAllister,100
14443,Wade Cole,John Greycrow,0
14444,Wade Cole,Vertigo (Savage Land Mutate),0
14445,Wade Cole,X-Factor,0
14446,Wade Cole,Elizabeth Braddock,400
14447,Wade Cole,Sharon Friedlander,200
14448,Wade Cole,Thomas Corsi,200
14449,Wade Cole,Victor Creed,20
14450,Wade Cole,Nathaniel Essex,0
14451,Wade Cole,Frank Bohannan,0
14452,Wade Cole,Louis Hamilton,100
14453,Wade Cole,Martin Fletcher,0
14454,Wade Cole,Gateway,260
14455,Wade Cole,Reavers,900
14456,Wade Cole,Bonebreaker,900
14457,Wade Cole,Pretty Boy,800
14458,Wade Cole,Skullbuster,600
14459,Wade Cole,Right,0
14460,Wade Cole,Patricia Tilby,0
14461,Wade Cole,Cameron Hodge,0
14462,Wade Cole,Jennifer Ransome,100
14463,Wade Cole,Cormick Grimshaw,100
14464,Wade Cole,Magistrates,0
14465,Wade Cole,David Moreau,0
14466,Wade Cole,Phillip Moreau,100
14467,Wade Cole,Wipeout,0
14468,Wade Cole,N'astirh,0
14469,Wade Cole,Tam Anderson,100
14470,Wade Cole,En Sabah Nur,0
14471,Wade Cole,Prosh,0
14472,Wade Cole,Prosh,0
14473,Wade Cole,Jubilation Lee,400
14474,Wade Cole,Eleanor Murch,100
14475,Wade Cole,Orphan-Maker (Peter),100
14476,Wade Cole,Weird Happenings Organization,100
14477,Wade Cole,Alysande Stuart,200
14478,Wade Cole,Lian Shen,200
14479,Wade Cole,Jacob Reisz,300
14480,Wade Cole,Excalibur,0
14481,Wade Cole,Alistaire Stuart,0
14482,Wade Cole,Muir Island X-Men,400
14483,Wade Cole,David Haller,300
14484,Wade Cole,Guido Carosella,0
14485,Wade Cole,Charlotte Jones,0
14486,Wade Cole,Mutant Liberation Front,0
14487,Wade Cole,Remy LeBeau,0
14488,Wade Cole,Tabitha Smith,0
14489,Wade Cole,Julio Richter,0
14490,Wade Cole,Emmanuel Da Costa,0
14491,Wade Cole,Sharon Smith,0
14492,Wade Cole,Haroun ibn Sallah al-Rashid,0
14493,Wade Cole,Marie-Ange Colbert,0
14494,Wade Cole,Hela,0
14495,Wade Cole,Gosamyr,0
14496,Wade Cole,Arthur Maddicks,0
14497,Wade Cole,Sally Blevins,0
14498,Wade Cole,Russell Collins,0
14499,Wade Cole,Eitri,0
14500,Wade Cole,Hrimhari,0
14501,Wade Cole,Richard Gill,0
14502,Wade Cole,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
14503,Wade Cole,Michael McCain,0
14504,Wade Cole,Nathan Summers (Stryfe) (Earth-4935),0
14505,Wade Cole,Tyler Dayspring (Earth-4935),0
14506,Wade Cole,Vanessa Carlysle,0
14507,Wade Cole,Gideon,0
14508,Wade Cole,Wade Wilson,0
14509,Wade Cole,Maria Callasantos,0
14510,Wade Cole,X-Force,0
14511,Wade Cole,Edward Pasternak,0
14512,Wade Cole,Abraham Kieros,0
14513,Wade Cole,Autumn Rolfson,0
14514,Wade Cole,Horsemen of Apocalypse,0
14515,Wade Cole,Gammenon,0
14516,Wade Cole,Chosen,0
14517,Wade Cole,Seera,0
14518,Wade Cole,Lev,0
14519,Wade Cole,Rejects,0
14520,Wade Cole,Opal Tanaka,0
14521,Wade Cole,Meggan Puceanu,0
14522,Wade Cole,Metropolitan Police Service,0
14523,Wade Cole,Nigel Frobisher,0
14524,Wade Cole,Opul Lun Sat-Yr-Nin (Earth-794),0
14525,Wade Cole,George Washington Bridge,0
14526,Wade Cole,Garrison Kane,0
14527,Angelo Macon,Murray Reese,1200
14528,Angelo Macon,Robert Kelly,100
14529,Angelo Macon,New York City Police Department,100
14530,Angelo Macon,Frederick Dukes,100
14531,Angelo Macon,Stephanie Hunter,100
14532,Angelo Macon,Katherine Pryde (Earth-811),0
14533,Angelo Macon,Rachel Summers (Earth-811),0
14534,Angelo Macon,Brotherhood of Evil Mutants,0
14535,Angelo Macon,Raven Darkhölme,300
14536,Angelo Macon,Raven Darkhölme,200
14537,Angelo Macon,Irene Adler,200
14538,Angelo Macon,St. John Allerdyce,100
14539,Angelo Macon,Dominikos Petrakis,100
14540,Angelo Macon,Henry Gyrich,0
14541,Angelo Macon,Aleytys Forrester,0
14542,Angelo Macon,Theresa Cassidy,0
14543,Angelo Macon,Caliban,0
14544,Angelo Macon,Carol Danvers,140
14545,Angelo Macon,Cal'syee Neramani,0
14546,Angelo Macon,Sikorsky,0
14547,Angelo Macon,Rogue (Anna Marie),160
14548,Angelo Macon,S'ym,0
14549,Angelo Macon,Xi'an Coy Manh,0
14550,Angelo Macon,Lockheed,0
14551,Angelo Macon,New Mutants,40
14552,Angelo Macon,Samuel Guthrie,40
14553,Angelo Macon,Samuel Guthrie,40
14554,Angelo Macon,Rahne Sinclair,20
14555,Angelo Macon,Danielle Moonstar,20
14556,Angelo Macon,Roberto Da Costa,40
14557,Angelo Macon,Madelyne Pryor,0
14558,Angelo Macon,Morlocks,200
14559,Angelo Macon,Mark Hallett,100
14560,Angelo Macon,Callisto,300
14561,Angelo Macon,Plague,0
14562,Angelo Macon,Masque,200
14563,Angelo Macon,Keniuchio Harada,0
14564,Angelo Macon,National Security Council,0
14565,Angelo Macon,Valerie Cooper,200
14566,Angelo Macon,Project Wideawake,0
14567,Angelo Macon,Douglas Ramsey,20
14568,Angelo Macon,Leech,0
14569,Angelo Macon,Selene Gallio,0
14570,Angelo Macon,Forge,400
14571,Angelo Macon,Adversary,0
14572,Angelo Macon,Amara Aquilla,0
14573,Angelo Macon,Nimrod (Earth-811),0
14574,Angelo Macon,Magus (Technarch),0
14575,Angelo Macon,Warlock (Technarch),0
14576,Angelo Macon,Hellions,0
14577,Angelo Macon,James Proudstar,0
14578,Angelo Macon,Manuel de la Rocha,0
14579,Angelo Macon,Jennifer Stavros,0
14580,Angelo Macon,Lila Cheney,100
14581,Angelo Macon,Freedom Force,200
14582,Angelo Macon,Rita Wayword,120
14583,Angelo Macon,Nathan Summers,0
14584,Angelo Macon,Nathan Summers,0
14585,Angelo Macon,Nathan Summers,0
14586,Angelo Macon,Nathan Summers,0
14587,Angelo Macon,Nathan Summers,0
14588,Angelo Macon,Nathan Summers,0
14589,Angelo Macon,Nathan Summers,0
14590,Angelo Macon,Nathan Summers,0
14591,Angelo Macon,Nathan Summers,0
14592,Angelo Macon,Nathan Summers,0
14593,Angelo Macon,Nathan Summers,0
14594,Angelo Macon,Nathan Summers,0
14595,Angelo Macon,Nathan Summers,0
14596,Angelo Macon,Nathan Summers,0
14597,Angelo Macon,Nathan Summers,0
14598,Angelo Macon,Nathan Summers,0
14599,Angelo Macon,Brightwind,0
14600,Angelo Macon,Yuriko Oyama,900
14601,Angelo Macon,Marauders,0
14602,Angelo Macon,Philippa Sontag,0
14603,Angelo Macon,Kodiak Noatak,0
14604,Angelo Macon,Alice MacAllister,100
14605,Angelo Macon,John Greycrow,0
14606,Angelo Macon,Vertigo (Savage Land Mutate),0
14607,Angelo Macon,X-Factor,0
14608,Angelo Macon,Elizabeth Braddock,400
14609,Angelo Macon,Sharon Friedlander,200
14610,Angelo Macon,Thomas Corsi,200
14611,Angelo Macon,Victor Creed,20
14612,Angelo Macon,Nathaniel Essex,0
14613,Angelo Macon,Frank Bohannan,0
14614,Angelo Macon,Louis Hamilton,100
14615,Angelo Macon,Martin Fletcher,0
14616,Angelo Macon,Gateway,260
14617,Angelo Macon,Reavers,900
14618,Angelo Macon,Bonebreaker,900
14619,Angelo Macon,Pretty Boy,800
14620,Angelo Macon,Skullbuster,600
14621,Angelo Macon,Right,0
14622,Angelo Macon,Patricia Tilby,0
14623,Angelo Macon,Cameron Hodge,0
14624,Angelo Macon,Jennifer Ransome,100
14625,Angelo Macon,Cormick Grimshaw,100
14626,Angelo Macon,Magistrates,0
14627,Angelo Macon,David Moreau,0
14628,Angelo Macon,Phillip Moreau,100
14629,Angelo Macon,Wipeout,0
14630,Angelo Macon,N'astirh,0
14631,Angelo Macon,Tam Anderson,100
14632,Angelo Macon,En Sabah Nur,0
14633,Angelo Macon,Prosh,0
14634,Angelo Macon,Prosh,0
14635,Angelo Macon,Jubilation Lee,400
14636,Angelo Macon,Eleanor Murch,100
14637,Angelo Macon,Orphan-Maker (Peter),100
14638,Angelo Macon,Weird Happenings Organization,100
14639,Angelo Macon,Alysande Stuart,200
14640,Angelo Macon,Lian Shen,200
14641,Angelo Macon,Jacob Reisz,300
14642,Angelo Macon,Excalibur,0
14643,Angelo Macon,Alistaire Stuart,0
14644,Angelo Macon,Muir Island X-Men,400
14645,Angelo Macon,David Haller,300
14646,Angelo Macon,Guido Carosella,0
14647,Angelo Macon,Charlotte Jones,0
14648,Angelo Macon,Mutant Liberation Front,0
14649,Angelo Macon,Remy LeBeau,0
14650,Angelo Macon,Tabitha Smith,0
14651,Angelo Macon,Julio Richter,0
14652,Angelo Macon,Emmanuel Da Costa,0
14653,Angelo Macon,Sharon Smith,0
14654,Angelo Macon,Haroun ibn Sallah al-Rashid,0
14655,Angelo Macon,Marie-Ange Colbert,0
14656,Angelo Macon,Hela,0
14657,Angelo Macon,Gosamyr,0
14658,Angelo Macon,Arthur Maddicks,0
14659,Angelo Macon,Sally Blevins,0
14660,Angelo Macon,Russell Collins,0
14661,Angelo Macon,Eitri,0
14662,Angelo Macon,Hrimhari,0
14663,Angelo Macon,Richard Gill,0
14664,Angelo Macon,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
14665,Angelo Macon,Michael McCain,0
14666,Angelo Macon,Nathan Summers (Stryfe) (Earth-4935),0
14667,Angelo Macon,Tyler Dayspring (Earth-4935),0
14668,Angelo Macon,Vanessa Carlysle,0
14669,Angelo Macon,Gideon,0
14670,Angelo Macon,Wade Wilson,0
14671,Angelo Macon,Maria Callasantos,0
14672,Angelo Macon,X-Force,0
14673,Angelo Macon,Edward Pasternak,0
14674,Angelo Macon,Abraham Kieros,0
14675,Angelo Macon,Autumn Rolfson,0
14676,Angelo Macon,Horsemen of Apocalypse,0
14677,Angelo Macon,Gammenon,0
14678,Angelo Macon,Chosen,0
14679,Angelo Macon,Seera,0
14680,Angelo Macon,Lev,0
14681,Angelo Macon,Rejects,0
14682,Angelo Macon,Opal Tanaka,0
14683,Angelo Macon,Meggan Puceanu,0
14684,Angelo Macon,Metropolitan Police Service,0
14685,Angelo Macon,Nigel Frobisher,0
14686,Angelo Macon,Opul Lun Sat-Yr-Nin (Earth-794),0
14687,Angelo Macon,George Washington Bridge,0
14688,Angelo Macon,Garrison Kane,0
14689,Murray Reese,Robert Kelly,100
14690,Murray Reese,New York City Police Department,100
14691,Murray Reese,Frederick Dukes,100
14692,Murray Reese,Stephanie Hunter,100
14693,Murray Reese,Katherine Pryde (Earth-811),0
14694,Murray Reese,Rachel Summers (Earth-811),0
14695,Murray Reese,Brotherhood of Evil Mutants,0
14696,Murray Reese,Raven Darkhölme,300
14697,Murray Reese,Raven Darkhölme,200
14698,Murray Reese,Irene Adler,200
14699,Murray Reese,St. John Allerdyce,100
14700,Murray Reese,Dominikos Petrakis,100
14701,Murray Reese,Henry Gyrich,0
14702,Murray Reese,Aleytys Forrester,0
14703,Murray Reese,Theresa Cassidy,0
14704,Murray Reese,Caliban,0
14705,Murray Reese,Carol Danvers,140
14706,Murray Reese,Cal'syee Neramani,0
14707,Murray Reese,Sikorsky,0
14708,Murray Reese,Rogue (Anna Marie),160
14709,Murray Reese,S'ym,0
14710,Murray Reese,Xi'an Coy Manh,0
14711,Murray Reese,Lockheed,0
14712,Murray Reese,New Mutants,40
14713,Murray Reese,Samuel Guthrie,40
14714,Murray Reese,Samuel Guthrie,40
14715,Murray Reese,Rahne Sinclair,20
14716,Murray Reese,Danielle Moonstar,20
14717,Murray Reese,Roberto Da Costa,40
14718,Murray Reese,Madelyne Pryor,0
14719,Murray Reese,Morlocks,200
14720,Murray Reese,Mark Hallett,100
14721,Murray Reese,Callisto,300
14722,Murray Reese,Plague,0
14723,Murray Reese,Masque,200
14724,Murray Reese,Keniuchio Harada,0
14725,Murray Reese,National Security Council,0
14726,Murray Reese,Valerie Cooper,200
